u,g,r,i,z,label,z1,zerr
18.80765,17.62344,17.00254,16.62664,16.3858,GALAXY,0.09527726,1.31E-05
19.01018,18.90735,18.94271,18.74211,18.76125,QSO,1.824359,0.00060473
19.4971,19.52265,19.21121,19.14709,19.13304,QSO,1.362461,0.000390759
18.94821,16.80755,15.75578,15.31215,14.96362,GALAXY,0.1043499,2.02E-05
19.45601,19.11061,19.01679,18.79796,18.77737,QSO,1.5814,0.000520941
17.38355,15.49281,14.6497,14.23793,13.91297,GALAXY,0.04236899,1.15E-05
19.40878,18.04881,17.70415,17.44234,17.43084,GALAXY,0.04481355,9.69E-06
19.49554,17.79234,16.93913,16.47648,16.12679,GALAXY,0.05262519,1.64E-05
19.01262,17.65573,17.1279,16.83717,16.59773,GALAXY,0.04691234,1.36E-05
17.10492,15.18684,14.33193,13.92663,13.59729,GALAXY,0.04129948,1.04E-05
19.10211,17.55067,16.85419,16.47677,16.15823,GALAXY,0.05509555,8.20E-06
19.37823,19.16424,18.66116,18.46293,18.358,QSO,0.4526555,2.31E-05
19.16847,18.90169,18.72411,18.53278,18.72561,QSO,1.481935,0.000299367
18.68402,17.30783,16.88763,16.60316,16.66673,GALAXY,0.03205588,1.10E-05
19.36758,17.89091,17.22346,16.85577,16.56988,GALAXY,0.1049507,2.99E-05
19.49407,19.28148,19.05245,19.13295,19.07947,QSO,1.038664,0.000533102
19.33171,17.31088,16.35936,15.90169,15.54282,GALAXY,0.06163321,1.71E-05
19.22918,18.44759,17.32348,16.79069,16.59461,QSO,0.1886328,5.13E-05
19.46118,19.27492,19.19068,18.96297,18.98202,QSO,1.826633,0.000677555
19.30237,17.4672,16.49562,16.02275,15.66495,GALAXY,0.1291967,2.06E-05
19.28291,17.76111,17.16002,16.85601,16.61065,GALAXY,0.05718005,1.71E-05
18.49967,17.54537,17.34542,17.16688,17.11038,GALAXY,0.0292171,6.87E-06
18.004,16.09243,15.19676,14.74247,14.38958,GALAXY,0.03838453,1.40E-05
18.53047,16.65865,15.79631,15.39027,15.06109,GALAXY,0.06399573,1.54E-05
19.12848,17.78318,16.96854,16.58033,16.3463,GALAXY,0.1018469,2.11E-05
18.42287,17.09348,16.53215,16.22941,15.94772,GALAXY,0.0365961,1.05E-05
19.07822,17.69443,16.99548,16.56869,16.33092,GALAXY,0.07440937,6.93E-06
18.75292,17.59892,17.12448,16.79861,16.64954,GALAXY,0.052868,9.62E-06
19.26177,18.09778,17.49905,17.11287,16.87427,GALAXY,0.1021265,9.11E-06
19.04988,17.9455,17.57443,17.35452,17.21069,GALAXY,0.0345596,8.85E-06
18.29216,16.27604,15.26677,14.77743,14.39369,GALAXY,0.05937036,1.40E-05
18.76052,17.32768,16.60921,16.1881,15.92215,GALAXY,0.1059539,1.05E-05
19.09373,18.90474,18.90999,18.75216,18.91485,QSO,1.670147,0.000596286
19.39425,18.19687,17.57239,17.17514,16.98451,GALAXY,0.1439842,6.81E-06
16.86228,15.57561,15.22902,15.09496,15.08345,GALAXY,0,0
19.2474,18.07983,17.5147,17.17106,16.90836,GALAXY,0.03911588,7.53E-06
18.09694,16.40944,15.59585,15.19916,14.8849,GALAXY,0.1125945,1.65E-05
19.05123,17.63854,16.88066,16.42749,16.09916,GALAXY,0.09204461,1.03E-05
18.73649,16.78883,15.80331,15.36025,15.01344,GALAXY,0.08319885,1.58E-05
18.54971,17.19738,16.41006,15.94586,15.67662,GALAXY,0.05510814,7.17E-06
18.07044,16.84928,16.4191,16.12616,16.18925,GALAXY,0.05528883,7.52E-06
18.67345,16.81705,15.96587,15.56579,15.24402,GALAXY,0.04901184,1.30E-05
18.71876,17.30098,16.59985,16.23473,15.973,GALAXY,0.05211637,2.64E-05
19.50384,18.11734,17.31736,16.84996,16.535,GALAXY,0.1095031,1.37E-05
17.80931,15.94543,15.04924,14.58987,14.22832,GALAXY,0.05369754,1.65E-05
18.11599,16.85218,16.37351,16.08133,15.88167,GALAXY,0.04727598,6.55E-06
19.02173,16.98154,15.98874,15.50088,15.10156,GALAXY,0.08660047,1.85E-05
15.72414,13.95462,13.14217,12.72781,12.41403,GALAXY,0.01565814,6.60E-06
19.20096,17.24663,16.26229,15.80084,15.43209,GALAXY,0.08656486,1.86E-05
18.45871,18.31399,18.18885,18.28411,18.16745,QSO,0.8974949,0.00022361
17.84137,16.30389,15.49886,15.06962,14.69802,GALAXY,0.03091987,1.28E-05
18.83804,17.89882,17.31843,16.94328,16.68778,QSO,0.04573886,3.64E-05
19.50931,19.36965,19.1199,19.08034,19.01384,QSO,1.250296,0.000396781
18.83555,17.26107,16.39591,15.87454,15.49288,GALAXY,0.08310381,1.02E-05
19.02561,18.72691,18.6751,18.72561,18.53525,QSO,0.7807252,0.000114573
19.54186,18.36236,17.84595,17.58422,17.45366,GALAXY,0.04196144,1.38E-05
19.4335,18.32245,17.86438,17.56187,17.42586,GALAXY,0.1028249,7.76E-06
18.67548,17.51033,16.93845,16.50182,16.29877,GALAXY,0.09146027,4.93E-06
19.52447,19.14878,19.01697,18.78407,18.87275,QSO,1.563881,0.000405941
18.36097,17.23698,16.80932,16.52009,16.34549,GALAXY,0.06847838,7.26E-06
19.53361,17.56442,16.48944,16.03443,15.66333,GALAXY,0.1071851,1.64E-05
18.05947,16.15451,15.2749,14.82468,14.50332,GALAXY,0.03328632,1.15E-05
19.01536,17.2951,16.61923,16.35201,16.20896,GALAXY,0,0
19.35216,17.68828,16.7029,16.2131,15.8344,GALAXY,0.1021869,2.27E-05
18.42441,17.22743,16.69084,16.48359,16.38139,GALAXY,0,0
19.12881,18.31565,17.92949,17.71937,17.62947,GALAXY,0.1618322,6.41E-06
19.17074,17.94726,17.26571,16.87508,16.57702,GALAXY,0.1175788,1.10E-05
18.24997,16.4501,15.59579,15.17563,14.84381,GALAXY,0.0518504,1.35E-05
18.33866,17.21814,16.83849,16.57498,16.39707,GALAXY,0.04013361,7.81E-06
16.83449,14.90834,13.97392,13.46875,13.03319,GALAXY,0.03170066,1.17E-05
17.88597,16.18417,15.3607,14.97623,14.6876,GALAXY,0.04464702,1.19E-05
19.28672,17.50316,16.68776,16.28897,15.98983,GALAXY,0.0426793,1.64E-05
18.81176,17.60724,17.07629,16.74487,16.59798,GALAXY,0.06061311,9.33E-06
18.68103,16.86926,15.95448,15.53922,15.18597,GALAXY,0.06718676,1.56E-05
18.81252,16.91582,16.05551,15.65944,15.34754,GALAXY,0.0495961,1.60E-05
16.85285,15.39725,14.70389,14.30099,14.01652,GALAXY,0.05440159,1.18E-05
19.27339,18.02273,17.43548,17.10813,16.88041,GALAXY,0.05151998,1.91E-05
17.54724,16.13177,15.43393,15.06549,14.79945,GALAXY,0.03077769,1.02E-05
19.33973,18.07201,17.33024,16.91946,16.61099,GALAXY,0.07958177,1.00E-05
18.5553,16.72156,15.86447,15.44651,15.11563,GALAXY,0.03705464,1.16E-05
17.08176,15.78399,15.12154,14.71126,14.47069,GALAXY,0.06964957,1.29E-05
19.11834,17.0406,16.07356,15.62561,15.28821,GALAXY,0.06948136,1.63E-05
17.63981,15.68575,14.75636,14.34664,13.94652,GALAXY,0.07255553,1.45E-05
18.91667,16.93729,16.01003,15.58895,15.23981,GALAXY,0.06299768,1.42E-05
18.65736,17.10871,16.89633,16.79808,16.58492,GALAXY,0.03628216,8.19E-06
18.5032,17.35512,16.89677,16.5657,16.37624,GALAXY,0.05412562,7.17E-06
19.06184,17.42054,16.54654,16.05533,15.66011,GALAXY,0.09190603,1.57E-05
18.94729,17.69532,17.07992,16.72816,16.50107,GALAXY,0.06913586,1.10E-05
19.28164,19.09451,18.99634,18.71528,18.35767,QSO,0.4178711,4.31E-05
19.23473,17.70283,16.85209,16.39661,16.08402,GALAXY,0.0906921,1.13E-05
18.89239,17.13135,16.24266,15.73001,15.34731,GALAXY,0.05231606,2.04E-05
18.42394,17.58758,17.23225,17.02157,16.9072,GALAXY,0.0340532,5.71E-06
18.56882,16.64185,15.72914,15.19711,14.82413,GALAXY,0.04054596,1.87E-05
19.42962,17.98897,17.29782,16.91899,16.7236,GALAXY,0.03652303,9.54E-06
18.72565,17.14199,16.28593,15.85191,15.4912,GALAXY,0.03972649,1.47E-05
18.50466,17.51697,17.20458,16.9897,16.88141,GALAXY,0.0362105,4.72E-06
18.93408,17.01697,16.14364,15.73298,15.40672,GALAXY,0.04393823,1.29E-05
18.17935,17.08199,16.55718,16.24443,16.0258,GALAXY,0.03621984,5.46E-06
19.1607,18.72958,18.6541,18.43937,18.31368,QSO,0.6695238,0.000320636
17.59621,16.70346,16.3156,16.0496,15.86684,GALAXY,0.04793429,7.11E-06
18.16321,17.12466,16.72388,16.52158,16.32793,GALAXY,0.03143078,5.63E-06
17.82692,16.06428,15.20269,14.76685,14.45258,GALAXY,0.04508753,1.23E-05
19.04734,17.75754,17.00948,16.57619,16.333,GALAXY,0.1087625,4.13E-05
19.46206,17.5819,16.73143,16.32731,15.99793,GALAXY,0.03342077,1.78E-05
19.4575,18.26295,17.87523,17.60756,17.41701,GALAXY,0.06571571,9.82E-06
19.03429,17.34032,16.57428,16.2107,15.9207,GALAXY,0.04039705,2.47E-05
18.90254,17.16797,16.33863,15.93685,15.62786,GALAXY,0.06123259,1.73E-05
19.34126,18.20239,17.59895,17.27996,17.09713,GALAXY,0.1379312,1.11E-05
18.78176,17.07774,16.34135,16.00356,15.71983,GALAXY,0.03860182,1.25E-05
19.35008,17.35793,16.29828,15.84905,15.46888,GALAXY,0.119752,2.21E-05
19.15212,17.62956,16.86877,16.49144,16.23171,GALAXY,0.03366127,2.00E-05
19.56001,19.38833,19.3151,18.93424,18.65798,QSO,2.138478,0.000228858
15.87203,14.50419,13.75696,13.35522,13.03004,GALAXY,0.01453282,8.29E-06
19.12404,18.90726,18.67821,18.5125,18.51853,QSO,1.422844,0.000601948
17.20701,15.51147,14.73599,14.37099,14.06329,GALAXY,0.03382675,1.05E-05
19.07767,16.92491,15.86888,15.38511,14.99487,GALAXY,0.09048631,1.68E-05
19.38855,17.40104,16.48235,16.07033,15.70809,GALAXY,0.04392764,1.37E-05
19.44719,19.34807,19.01442,18.95107,19.01265,QSO,1.06852,0.000511092
18.65742,17.75579,17.28978,16.9428,16.7543,GALAXY,0.08595356,8.83E-06
19.28741,17.2952,16.30328,15.86246,15.51992,GALAXY,0.07784011,1.87E-05
18.81678,17.56023,17.06816,16.71169,16.55222,GALAXY,0.07244121,7.58E-06
18.89186,18.56733,18.02773,17.47734,17.39188,QSO,0.1876772,3.47E-05
17.75059,16.53177,16.04468,15.76472,15.55776,GALAXY,0.03604183,1.32E-05
18.6813,17.04035,16.11554,15.6354,15.28563,GALAXY,0.08721302,1.40E-05
19.38853,17.32515,16.37217,15.89144,15.54706,GALAXY,0.05492329,1.07E-05
18.54111,17.29383,16.67381,16.30787,16.06671,GALAXY,0.05303077,1.04E-05
19.43249,19.2882,19.19167,19.01293,18.66418,QSO,2.101867,0.000286682
19.12194,17.14114,16.19516,15.75339,15.41105,GALAXY,0.0526173,1.58E-05
18.10625,16.44303,15.59086,15.13947,14.79478,GALAXY,0.05401293,1.24E-05
18.74722,17.45781,16.9048,16.57793,16.32118,GALAXY,0.05128819,1.20E-05
18.99708,17.83801,17.37838,17.04971,16.83221,GALAXY,0.05033366,8.49E-06
17.50697,15.74549,14.93004,14.5336,14.21868,GALAXY,0.02728706,1.21E-05
19.41861,18.04596,17.30316,16.92856,16.60953,GALAXY,0.09759801,1.32E-05
19.40056,17.58481,16.61045,16.13196,15.78456,GALAXY,0.07733238,1.44E-05
19.05998,17.03892,16.02442,15.57195,15.20021,GALAXY,0.0851291,1.42E-05
18.08883,16.13217,15.17689,14.73471,14.39303,GALAXY,0.04767711,1.14E-05
18.23738,16.78965,16.04829,15.67454,15.39656,GALAXY,0.04829309,9.65E-06
19.52551,18.07914,17.3061,16.86974,16.54156,GALAXY,0.1330015,1.70E-05
19.25228,17.73217,17.03618,16.65941,16.41915,GALAXY,0.05104575,1.16E-05
19.37003,17.77911,17.22996,16.74592,16.53229,GALAXY,0.1021822,7.27E-06
19.57207,18.48394,17.76017,17.28982,17.07178,QSO,0.08183131,3.70E-05
18.9502,17.03974,16.01775,15.47905,15.07813,GALAXY,0.08695956,1.52E-05
19.34017,17.67783,17.02968,16.64611,16.44197,GALAXY,0.101949,1.01E-05
17.73269,16.15208,15.42273,15.05699,14.74898,GALAXY,0.03441878,1.19E-05
17.9751,16.89759,16.47728,16.21441,16.08291,GALAXY,0.03443756,7.19E-06
19.48775,18.06565,17.0803,16.58569,16.206,GALAXY,0.08524713,1.97E-05
19.46375,17.52844,16.46409,15.95079,15.54193,GALAXY,0.1217039,1.74E-05
19.59195,19.05176,18.68828,18.43376,18.48508,GALAXY,0.225621,8.01E-06
19.28488,18.1455,17.56446,17.17482,16.98337,GALAXY,0.1032926,1.08E-05
18.45272,16.84462,15.96703,15.53325,15.22941,GALAXY,0.07921813,2.67E-05
19.19294,17.34999,16.41678,15.97387,15.64303,GALAXY,0.08649494,1.23E-05
19.24116,17.63429,16.77469,16.30758,15.94077,GALAXY,0.098087,1.81E-05
19.25644,19.00998,18.7129,18.46863,18.07123,QSO,0.3776606,2.22E-05
19.42904,18.30961,17.86942,17.42524,17.2793,GALAXY,0.06801538,4.28E-06
17.02026,15.47847,14.77377,14.3953,14.10313,GALAXY,0.04976029,8.30E-06
18.72561,17.19407,16.35803,15.91484,15.61224,GALAXY,0.07207863,9.93E-06
19.43145,17.39558,16.46303,16.02433,15.8188,GALAXY,0.0635247,1.39E-05
18.99564,18.65905,18.22872,18.29558,18.34367,QSO,1.129329,0.000332491
19.21053,17.37301,16.43025,15.97927,15.65471,GALAXY,0.0606694,9.43E-06
19.59816,18.39749,17.58491,17.11064,16.83623,GALAXY,0.1689163,7.89E-06
19.24159,17.95222,17.26769,16.8815,16.65193,GALAXY,0.1454775,8.31E-06
18.88971,17.4524,16.65919,16.23775,15.9687,GALAXY,0.1433808,8.45E-06
19.16941,18.7049,17.9283,17.3985,17.20103,QSO,0.1921818,8.08E-05
19.03528,17.95298,17.55703,17.28474,17.10573,GALAXY,0.05201345,6.68E-06
18.87367,17.10671,16.1842,15.71833,15.35918,GALAXY,0.05700065,1.28E-05
19.59863,17.40956,16.27783,15.80616,15.43841,GALAXY,0.1373725,2.23E-05
19.38944,18.26641,17.81533,17.49666,17.28709,GALAXY,0.0734264,7.59E-06
19.54894,18.38118,17.45275,16.96371,16.73424,GALAXY,0.1891691,1.92E-05
18.8988,16.77342,15.81549,15.38833,15.09678,GALAXY,0.07647347,1.64E-05
19.52609,18.37977,17.68199,17.28597,16.94486,GALAXY,0.1173166,1.63E-05
19.04612,18.70521,18.2838,18.17873,18.11357,QSO,1.209849,0.000216683
18.73986,17.28555,16.62295,16.21077,15.94895,GALAXY,0.08914093,1.01E-05
17.45076,15.79366,15.08628,14.69623,14.41566,GALAXY,0.04878664,1.54E-05
18.05781,16.86692,16.22869,15.86058,15.60544,GALAXY,0.04851746,9.36E-06
17.49346,16.14397,15.78192,15.62203,15.64123,GALAXY,0.01662944,1.16E-05
18.38099,16.62612,15.69422,15.20133,14.81006,GALAXY,0.08917443,2.52E-05
18.75758,17.67595,17.18106,16.83735,16.61727,GALAXY,0.07755721,7.89E-06
18.93657,17.21887,16.38653,15.95053,15.60705,GALAXY,0.05868515,1.19E-05
18.07684,16.92459,16.32957,15.98501,15.70689,GALAXY,0.03407901,6.37E-06
19.35801,17.7195,16.98993,16.59031,16.33498,GALAXY,0.0708662,3.04E-05
19.49027,17.61705,16.74893,16.27059,15.95356,GALAXY,0.08339942,2.56E-05
18.15989,17.15204,16.69625,16.30432,16.1663,GALAXY,0.07621283,7.69E-06
17.43392,16.3424,15.96725,15.72383,15.63339,GALAXY,0.0304704,6.29E-06
19.59898,18.42916,17.78703,17.42093,17.20679,GALAXY,0.1796316,1.02E-05
17.9051,15.70757,14.75482,14.24482,13.91854,GALAXY,0.04935293,1.21E-05
17.9703,16.28475,15.77394,15.44043,15.33477,GALAXY,0.03627097,1.55E-05
19.42453,18.14761,17.528,17.13392,16.87461,GALAXY,0.09901132,7.48E-06
19.46575,18.03908,17.57664,17.28877,17.19664,GALAXY,0.03829253,1.08E-05
17.17681,15.50071,14.71542,14.31739,14.00626,GALAXY,0.039467,1.02E-05
18.63855,16.75814,15.88419,15.46737,15.12963,GALAXY,0.05796709,1.04E-05
17.78804,16.30922,15.80285,15.52598,15.30003,GALAXY,0.03512752,1.06E-05
19.0872,18.89624,18.77658,18.42249,18.75964,GALAXY,0.03500195,7.75E-06
18.78365,16.95607,16.01671,15.59323,15.28346,GALAXY,0.07408664,1.60E-05
18.53045,17.09354,16.29489,15.84923,15.57071,GALAXY,0.1403769,1.59E-05
18.69322,18.65566,18.66959,18.3126,18.1971,QSO,1.92821,0.000114656
18.98441,18.84062,18.65262,18.56115,18.54797,QSO,1.187536,0.000325256
19.47724,18.34636,17.8564,17.58023,17.33414,GALAXY,0.05016884,6.56E-06
17.97159,16.03036,15.1012,14.65259,14.29262,GALAXY,0.04879282,1.22E-05
18.36417,18.29726,17.90126,17.78833,17.89476,QSO,1.232785,0.000154355
19.30431,17.16769,16.08829,15.58639,15.15463,GALAXY,0.1017474,1.58E-05
18.7839,17.09297,16.21557,15.71119,15.36404,GALAXY,0.05619071,9.61E-06
19.37907,17.68619,16.80684,16.36542,16.01479,GALAXY,0.0781886,1.70E-05
17.8965,16.69073,16.2509,15.97674,15.8287,GALAXY,0.04994782,1.06E-05
19.35119,19.22589,19.20544,19.03545,18.95302,QSO,1.874582,0.000662595
19.4963,17.50761,16.49694,16.04645,15.65593,GALAXY,0.1011211,2.49E-05
19.31261,17.92668,16.90671,16.4519,16.12989,GALAXY,0.1858507,3.55E-05
19.58637,18.55178,18.33002,18.25182,18.11426,QSO,2.611809,0.000149257
17.92417,17.1316,17.21038,16.83104,17.02318,GALAXY,0.05226389,5.20E-06
18.86748,17.77333,17.29089,16.9616,16.79609,GALAXY,0.04194499,4.96E-06
18.90616,17.56284,16.97766,16.62393,16.3825,GALAXY,0.0352247,8.21E-06
17.80894,16.7566,16.25747,16.11952,15.95497,GALAXY,0.01063271,1.55E-05
17.53426,16.78265,16.58152,16.3353,16.12783,GALAXY,0.03471604,7.41E-06
19.48195,17.85676,17.05355,16.62992,16.34762,GALAXY,0.09023718,2.94E-05
18.21466,16.8295,16.20303,15.83678,15.5863,GALAXY,0.07207134,1.27E-05
19.09504,18.91408,18.86899,18.63969,18.61428,QSO,1.706388,0.000458167
15.9522,14.16541,13.38103,12.97381,12.65926,GALAXY,0.01536215,7.07E-06
18.49891,16.56099,15.59015,15.04267,14.60104,GALAXY,0.03210673,1.66E-05
19.53237,17.64661,16.59679,16.07399,15.67989,GALAXY,0.05667758,1.80E-05
19.18911,17.34428,16.47847,16.08523,15.7741,GALAXY,0.05581924,1.65E-05
19.37796,19.20763,18.98131,18.55019,18.40404,QSO,1.956971,0.000241855
18.97413,17.8579,17.033,16.59837,16.28651,GALAXY,0.1763019,1.10E-05
19.52482,17.53298,16.60517,16.14864,15.80005,GALAXY,0.05961073,1.53E-05
19.52344,17.47058,16.43787,15.95767,15.57217,GALAXY,0.05931826,1.40E-05
18.26517,17.08865,16.665,16.42711,16.28,GALAXY,0.03196613,7.05E-06
19.46223,17.34067,16.38596,15.94535,15.61335,GALAXY,0.08659792,1.03E-05
18.52868,17.02378,16.24309,15.77007,15.43857,GALAXY,0.08159196,1.40E-05
19.47515,17.48304,16.44154,15.89122,15.52176,GALAXY,0.07992914,1.92E-05
18.87568,16.68923,15.71293,15.28834,14.9584,GALAXY,0.08444177,1.49E-05
19.51027,18.14252,17.27579,16.78863,16.45231,GALAXY,0.0854488,1.19E-05
18.61069,17.29501,16.55954,16.12023,15.82807,GALAXY,0.1018544,2.12E-05
18.32443,16.33716,15.37564,14.94436,14.61045,GALAXY,0.08381543,1.44E-05
19.46906,17.76256,16.85688,16.37163,16.02274,GALAXY,0.1027991,1.19E-05
19.54199,17.9816,17.15263,16.69644,16.3836,GALAXY,0.05232979,2.72E-05
19.59823,18.26877,17.6169,17.28696,17.01031,GALAXY,0.05200765,1.22E-05
17.85485,16.57175,15.95265,15.58618,15.33773,GALAXY,0.05231773,6.58E-06
19.10804,17.81889,17.20348,16.90876,16.76727,GALAXY,0.05000142,1.33E-05
19.3461,18.17632,17.78152,17.51886,17.34142,GALAXY,0.04676204,5.22E-06
17.54035,15.64383,14.75927,14.33684,14.00475,GALAXY,0.03191976,8.98E-06
19.37028,18.33145,17.82879,17.50134,17.3285,GALAXY,0.1379575,6.80E-06
19.00429,17.70756,17.18019,16.92687,16.76543,GALAXY,0.03506881,7.24E-06
19.09172,17.94827,17.38349,16.82967,16.67613,GALAXY,0.07371953,4.41E-06
17.67899,15.9631,15.13321,14.68867,14.34257,GALAXY,0.05235694,1.17E-05
19.50893,17.47025,16.48663,16.02745,15.68891,GALAXY,0.08018866,1.46E-05
18.07637,16.17204,15.3183,14.88556,14.5266,GALAXY,0.03272114,1.07E-05
19.2266,17.27751,16.39126,15.95711,15.61498,GALAXY,0.04565,1.14E-05
19.09705,18.04118,17.52688,17.19222,17.05536,GALAXY,0.09402618,6.54E-06
18.83355,17.66267,17.29149,17.05723,16.98752,GALAXY,0.03242692,5.28E-06
18.84188,17.41048,16.83841,16.50232,16.28355,GALAXY,0.05569223,1.74E-05
19.22173,18.12529,17.85194,17.62294,17.48312,GALAXY,0.04801802,7.45E-06
18.30547,16.35055,15.31855,14.80176,14.40375,GALAXY,0.0499242,1.97E-05
19.56294,18.336,17.6276,17.22362,16.94459,GALAXY,0.1313469,1.15E-05
19.462,17.73504,16.97399,16.60953,16.36428,GALAXY,0.1425404,1.28E-05
18.47363,17.31592,16.81347,16.4527,16.23914,GALAXY,0.04745057,6.62E-06
19.08372,18.91558,18.60555,18.55332,18.65901,QSO,1.21558,0.000231987
19.11031,17.74015,17.28806,16.96615,16.78523,GALAXY,0.05923243,9.96E-06
19.37737,18.06769,17.50951,17.17982,16.88516,GALAXY,0.04852735,1.77E-05
19.03761,17.40425,16.85019,16.51239,16.24677,GALAXY,0.03451204,9.59E-06
19.46533,17.84631,17.01391,16.5048,16.20518,GALAXY,0.08857306,6.06E-06
18.72231,17.69497,17.33209,17.06565,16.94803,GALAXY,0.1012426,5.73E-06
17.2527,16.07009,15.50017,15.21008,15.04618,GALAXY,0.01716184,7.13E-06
19.59372,17.75944,16.95665,16.56425,16.26712,GALAXY,0.04863682,1.28E-05
19.54414,17.46071,16.38077,15.9309,15.5347,GALAXY,0.1209883,2.37E-05
19.30914,17.40742,16.42845,16.00106,15.63882,GALAXY,0.09488157,1.52E-05
19.47468,18.22051,17.75168,17.50467,17.32079,GALAXY,0.04847964,1.14E-05
19.38385,18.11285,17.47801,17.12537,16.88617,GALAXY,0.1163274,1.28E-05
19.07996,17.77183,16.98446,16.52057,16.23232,GALAXY,0.08924216,7.41E-06
16.92428,16.01475,15.68258,15.48025,15.34167,GALAXY,0.02595065,6.24E-06
19.3451,17.20728,16.31122,15.85926,15.50884,GALAXY,0.09947562,2.72E-05
19.40843,19.26126,19.03092,18.8921,18.96188,QSO,1.457601,0.000753515
19.15502,17.93954,17.22194,16.80885,16.57913,GALAXY,0.1484425,1.20E-05
19.49384,18.33141,17.55307,17.13524,16.87967,GALAXY,0.130987,1.94E-05
19.47725,18.36467,17.70277,17.28377,17.05702,GALAXY,0.1416006,9.48E-06
18.2483,16.4519,15.58921,15.16577,14.83371,GALAXY,0.04868366,1.30E-05
17.01633,16.8166,16.47103,16.01772,15.98409,QSO,0.1464716,3.69E-05
18.20226,16.3236,15.37388,14.90687,14.55646,GALAXY,0.0545667,1.24E-05
19.46044,17.46972,16.4493,16.00022,15.64773,GALAXY,0.09908687,2.38E-05
19.3026,18.11633,17.64013,17.3258,17.22519,GALAXY,0.08283558,7.42E-06
19.41034,18.1464,17.67641,17.38999,17.18895,GALAXY,0.07194745,8.51E-06
19.31092,18.94062,18.54453,18.65848,18.02238,QSO,0.30148,4.67E-05
18.24394,16.77723,16.05062,15.66772,15.36559,GALAXY,0.05846718,1.34E-05
19.45925,17.7612,16.7737,16.30985,15.99735,GALAXY,0.1066173,1.62E-05
18.41377,16.33154,15.31528,14.87671,14.50274,GALAXY,0.09906654,1.67E-05
19.47402,19.15494,18.88607,18.84378,18.84982,QSO,1.132225,0.000511961
19.45394,18.22501,17.6757,17.33425,17.12407,GALAXY,0.05114415,7.47E-06
19.36532,17.41616,16.41868,15.96238,15.61185,GALAXY,0.07592582,1.67E-05
18.30251,17.08222,16.73025,16.56319,16.42294,GALAXY,0.03613809,7.45E-06
18.59044,17.1336,16.42319,16.03998,15.80964,GALAXY,0.08945588,2.78E-05
18.92872,17.75372,17.33248,17.10728,16.89885,GALAXY,0.05736483,9.37E-06
18.9336,18.55405,18.52486,18.44453,18.19595,QSO,2.187086,0.000131235
19.26426,17.367,16.37445,15.95905,15.62669,GALAXY,0.1268614,2.21E-05
19.2083,17.20478,16.14899,15.56973,15.10137,GALAXY,0.1004267,1.97E-05
19.11489,17.41476,16.54855,16.06679,15.6717,GALAXY,0.05163332,1.18E-05
19.23223,17.25966,16.36343,15.92105,15.59081,GALAXY,0.05319368,9.69E-06
18.93076,18.59245,18.72331,18.53468,18.41742,QSO,0.5116269,5.04E-05
17.88408,17.75529,17.60298,17.46857,17.15999,QSO,0.2596864,4.11E-05
19.30068,18.04242,17.44829,17.07547,16.88774,GALAXY,0.05113076,1.33E-05
19.4689,18.33165,17.46985,17.03827,16.78489,GALAXY,0.1530784,1.53E-05
18.38867,16.55941,15.72635,15.31522,14.99784,GALAXY,0.03619516,1.61E-05
18.71674,17.54242,17.0489,16.68449,16.51634,GALAXY,0.07083251,5.89E-06
19.38233,17.32447,16.2786,15.85202,15.48642,GALAXY,0.1021582,2.55E-05
19.54141,19.21008,18.98447,18.86052,18.65671,QSO,2.152367,0.000537134
19.49947,18.18458,17.46534,17.02266,16.72672,GALAXY,0.1074777,8.62E-06
18.90309,17.75058,17.38103,17.17766,17.05208,GALAXY,0.03399862,7.40E-06
18.63724,16.82788,15.93119,15.49742,15.15445,GALAXY,0.05224011,1.67E-05
18.94886,17.39683,16.66462,16.1199,15.83638,GALAXY,0.05518214,1.36E-05
19.45428,18.15755,17.36075,16.96105,16.65595,GALAXY,0.14648,1.60E-05
17.12067,15.90182,15.31501,14.9516,14.71089,GALAXY,0.03268116,6.54E-06
